CustomerID,Age,Gender,City,State,Annual_Income,Purchase_History,Visit_Frequency,Average_Session_Duration,Last_Purchase_Date,Items_in_Cart,Payment_Method,Purchase_Amount,Discount_Used,Customer_Satisfaction
af137031-61b8-494c-9411-179d0cf0c096,61,Female,Rebeccaburgh,Hawaii,118375.3,Groceries,7,51.11,2023-08-18,4,PayPal,305.12,No,3
be944fdd-b5df-4262-85c5-9ab9dfc43f35,18,Other,South Beverly,New Hampshire,20605.37,Electronics,10,47.77,2023-08-16,7,Debit Card,304.91,No,8
433fe5aa-e31d-4316-84e3-3d0f1dbddcff,63,Other,Gabrielleland,Tennessee,98747.35,Sports,17,58.72,2024-04-21,8,Credit Card,428.89,No,10
649e710b-3cf8-407d-93c9-ebe7ca92a711,40,Male,East Sabrinaville,Utah,51121.56,Electronics,14,55.93,2024-03-18,7,Bank Transfer,220.98,No,2
82a4c969-8435-478e-b278-c4bb9dc7f4da,36,Male,South Scottside,California,119933.01,Beauty,11,46.8,2024-02-26,1,Credit Card,208.7,No,7
e2564484-8961-47bf-be9e-1f9346425979,65,Female,Christineside,Minnesota,63992.1,Fashion,18,49.97,2023-05-03,2,Debit Card,371.67,Yes,1
14640a13-f3ed-4e8d-9065-23103b898a41,20,Male,Amandaville,Hawaii,31208.13,Fashion,5,24.63,2024-03-31,1,Debit Card,468.33,No,8
7c4f52de-6ea0-4a74-a82c-f7ab09751ec0,36,Other,North David,Ohio,114351.4,Beauty,19,26.88,2023-05-27,1,Debit Card,210.91,Yes,9
9331660d-2283-4f8f-b6e4-61e024e28aae,19,Female,New Sherrychester,South Carolina,30264.64,Sports,7,51.09,2024-04-18,6,Debit Card,489.16,Yes,2
f59e3ed2-9605-4359-bcc9-a20b4cb5bde4,34,Other,East Priscillastad,Idaho,35548.09,Sports,17,12.33,2023-08-29,1,PayPal,193.57,No,3
1bdb2ea9-0930-4a82-a67f-ce6bf63b2676,53,Other,Johnsborough,Delaware,17237.85,Groceries,4,16.2,2023-09-17,5,Credit Card,326.39,Yes,4
c4e8875d-988f-4beb-98d1-a7130cc9e866,56,Female,East Elizabethfort,Georgia,126426.74,Fashion,1,17.87,2023-05-07,4,Debit Card,162.1,No,2
07619505-ce35-4562-aa4f-2103e2c85e39,35,Male,South Kristinehaven,Alaska,48098.11,Beauty,13,44.04,2023-12-11,5,PayPal,300.68,No,4
737507dd-380d-4e3a-b4da-859728155cbe,55,Other,West Michael,California,88105.85,Sports,1,9.57,2024-02-16,5,Bank Transfer,445.18,Yes,10
c712b6d7-c994-488f-ae73-9c5722654286,38,Female,East David,New Hampshire,106634.72,Beauty,10,32.88,2024-05-08,3,Bank Transfer,486.49,No,5
86d846e8-646b-4e60-9bd2-01e0fd7dec3e,44,Male,Donaldborough,Colorado,100403.78,Fashion,8,23.15,2023-02-17,9,Bank Transfer,91.32,No,5
10e8a6c8-3692-45ec-abd9-040ef52098bc,44,Female,Jeanhaven,Colorado,122270.73,Electronics,19,6.7,2024-03-26,2,Debit Card,240.98,Yes,1
ab5d4c88-95cc-4a48-b2ef-8d426ec703f0,30,Male,South Katherine,Virginia,145676.43,Sports,5,56.12,2023-01-07,9,Credit Card,171.74,No,10
40c68383-498b-4b7a-a398-e652d1853dc6,25,Male,West Robert,Tennessee,127651.47,Beauty,13,52.05,2023-01-27,5,Bank Transfer,374.65,Yes,4
2b39156c-ec94-428f-ac6b-84d6299136fd,18,Male,Aarontown,Michigan,117499.6,Fashion,15,28.75,2024-03-04,8,Bank Transfer,330.55,Yes,1
2bd51fae-053e-4f91-934b-5d070f5c9e9b,64,Other,Tylerton,Utah,116907.61,Home,11,30.01,2024-02-15,7,Credit Card,68.77,No,7
3ca517e1-fb19-4cb4-8398-d505d3c689b6,35,Female,East Stephanieshire,New York,79941.55,Electronics,7,46.78,2022-11-03,2,Credit Card,54.7,No,1
4bf6d25f-e34f-4fde-81c1-92cc7f29e558,22,Female,East Jenniferland,Oregon,16710.08,Groceries,11,43.49,2023-12-19,1,Bank Transfer,340.35,No,6
8c0e4c32-db12-490d-aee4-dfed168b0524,30,Other,Richardfurt,Wisconsin,98914.48,Beauty,17,34.12,2023-07-27,2,PayPal,70.55,Yes,3
1dbc6277-4988-401f-9c71-4ade99d554f7,40,Other,Port Edwinfurt,Maryland,47434.54,Sports,15,26.15,2022-10-27,2,PayPal,238.65,No,9
283ddc31-1044-4225-8d73-3d1c931a991b,29,Male,Munozside,New York,50083.82,Sports,9,43.34,2023-10-16,1,Debit Card,466.65,No,5
584ef5da-bed0-4874-9eee-bce38ba13896,36,Male,West Christy,Massachusetts,33617.73,Fashion,11,53.86,2023-08-20,2,Bank Transfer,434.56,Yes,3
dd961ce8-98f8-4816-a4b8-6bdcd522bd33,27,Other,Patriciaview,Oklahoma,70483.25,Sports,6,31.69,2023-04-04,9,Debit Card,347.6,Yes,10
a16f9325-7799-45a4-adb8-a194abf8952f,55,Other,Maybury,New Mexico,51119.04,Electronics,16,30.36,2023-07-23,1,PayPal,453.98,No,9
48817fc3-bafe-4ef3-8d06-c5f5e7d0a626,23,Other,Martinezmouth,Maryland,62998.34,Groceries,17,56.87,2022-10-01,4,Debit Card,360.58,Yes,6
3074170e-0310-44ae-a229-d848520d42bd,18,Other,North Christinestad,New Mexico,112715.35,Groceries,2,8.96,2024-07-30,2,PayPal,427.8,No,9
18e63afe-a8ae-42e6-be37-7bfbb32c2328,63,Female,North Timothyport,North Dakota,17279.86,Fashion,13,15.19,2023-07-30,5,Debit Card,32.8,No,5
c913d1c4-d3e1-4661-b3ad-90f5663e77c8,66,Male,Matthewshire,Oregon,32515.4,Electronics,16,46.49,2024-07-30,6,Bank Transfer,286.32,No,7
b64ea8bc-b99a-4050-98ad-b2ae8f950059,57,Male,East Kayleeland,Michigan,147956.68,Fashion,11,6.28,2023-06-30,9,Bank Transfer,375.01,Yes,2
a2486cd2-d35c-47ab-97ea-6a542af21f59,61,Other,West Jonathanfort,Washington,45229.56,Fashion,17,51.83,2022-10-05,3,Debit Card,420.78,No,10
849a5b42-04a9-40f0-87b1-ae2d80cac188,64,Other,East Alexandraberg,South Dakota,41821.12,Fashion,13,55.41,2024-08-13,3,Debit Card,77.79,Yes,10
ecf6f382-5399-4bc3-b79d-817c5fdd0fe9,54,Female,South Jill,Hawaii,103235.01,Home,18,20.62,2023-06-04,4,PayPal,262.16,No,6
9b6a0fff-1f7e-4f3a-aa26-47b024e47d0f,52,Other,Millerville,Iowa,45081.15,Home,11,24.31,2023-12-26,6,Debit Card,173.58,No,7
5aead3c4-b11e-4426-9859-de2df143dc06,68,Other,Kellyberg,Wyoming,92283.88,Beauty,18,19.96,2022-11-12,3,PayPal,367.53,Yes,5
6a7f8cec-38cd-42d3-aa03-04dc9a9aa410,48,Female,East Denisebury,Tennessee,58607.53,Home,19,57.82,2023-06-10,1,Bank Transfer,85.7,Yes,2
b027878f-47b4-4591-8190-63c4e9fc381a,65,Other,Kristafurt,West Virginia,36016.69,Groceries,15,40.18,2024-08-21,6,Credit Card,298.23,No,3
a984791a-7022-46fa-b4ad-ebf67f78110c,26,Female,North Eric,Kentucky,42397.31,Groceries,10,44.96,2022-10-28,9,Bank Transfer,298.9,Yes,8
4c98f4fe-cde5-4613-9efa-95e3c32f3ebc,55,Other,New Joseph,Indiana,120736.81,Home,3,5.8,2023-06-04,2,Debit Card,97.34,Yes,10
b77120a3-499f-47bf-b6c1-a4c754911412,30,Female,New Danielside,Mississippi,18655.44,Electronics,19,54.3,2024-04-30,1,PayPal,408.81,Yes,1
58a40337-6c4b-47e9-88a8-022bc4c6a7dd,26,Female,West Bethville,New Mexico,72198.77,Sports,12,12.36,2024-05-26,3,PayPal,326.22,No,2
2ac1aab8-dc19-482e-a5fe-3ded97bc4c51,60,Other,East Amymouth,Colorado,117745.33,Electronics,7,52.75,2023-11-14,5,Debit Card,488.35,Yes,8
b78bece2-ce95-4335-8cdd-86c843fb02fb,34,Other,Justinmouth,New Hampshire,88013.09,Groceries,13,39.1,2023-10-17,1,Bank Transfer,217.91,No,1
c3bb75f7-013f-4dc9-8299-64d2ad063a6b,60,Female,Longburgh,Virginia,139754.09,Beauty,9,54.52,2023-09-17,2,Bank Transfer,417.9,Yes,3
4af246c5-afa9-4452-8c99-e77b00d7b89a,64,Other,Campbellland,Alabama,24188.74,Sports,5,30.73,2023-07-21,1,PayPal,340.86,No,6
8257728e-ff9a-4e51-8510-0cbd96e9e9b7,65,Male,South Christy,Oklahoma,18918.63,Sports,8,35.57,2023-11-26,7,Debit Card,215.56,No,9
2189be96-4453-4d61-ab6a-1214552a9020,34,Female,Barneschester,Connecticut,33252.55,Sports,10,48.59,2023-04-30,2,Bank Transfer,285.84,No,1
51af6ee7-dba9-489c-91ef-8acdac353259,24,Other,Davidville,Nevada,97019.39,Sports,14,22.56,2023-03-30,3,Credit Card,459.25,Yes,2
3511556e-4103-48be-906d-f866affe09ce,23,Other,Port Kyle,Texas,102766.31,Groceries,16,21.91,2024-01-29,4,Debit Card,214.78,Yes,6
2eefb1ae-3b89-481f-bcf2-acb04c7cbd9b,49,Other,North Emilyfort,Tennessee,79140.71,Fashion,7,23.68,2023-07-09,4,Bank Transfer,153.66,Yes,9
b64ba880-1dc9-4f49-ad60-51ae135c4012,50,Female,Lake Karenbury,Wisconsin,91015.71,Fashion,17,22.61,2024-04-19,6,Debit Card,213.93,No,5
418e4ee9-467e-4888-bb3d-3b275ad99265,31,Female,New Julia,Illinois,70534.99,Groceries,2,35.38,2022-11-18,6,Bank Transfer,57.03,No,5
2223c18d-12ad-4d0b-a952-0894ea8bdf7b,45,Male,Jessicafurt,Nebraska,55573.21,Groceries,5,36.52,2022-12-21,8,PayPal,399.51,No,4
25ccbc8d-7b4b-4480-8c83-bbc2176fd042,19,Other,West Peter,Wyoming,101419.04,Fashion,8,52.3,2023-07-08,1,Credit Card,387.36,Yes,5
2d7eed20-4134-4e29-bfe5-b317c49c4ee1,68,Male,East Rose,California,46824.97,Electronics,6,30.56,2023-04-05,4,Bank Transfer,240.15,No,9
fa92fc7c-6146-4001-a62a-4152eedb4300,51,Male,South Anthony,New Hampshire,50377.78,Groceries,1,14.45,2023-04-13,2,Debit Card,421.8,No,7
b2fae5c8-5d00-4517-9ed7-7828ee0bec90,51,Other,West Meaganside,Maryland,117931.43,Sports,15,38.02,2024-05-06,5,Credit Card,280.27,Yes,3
240cc361-57d5-4472-9eae-745eaecf6a37,47,Other,Pittmanton,Kentucky,49587.44,Fashion,10,24.14,2022-10-24,1,Debit Card,114.14,Yes,4
3bfa21d5-8cda-41e0-a38c-35e19b0a01df,26,Other,New Kimberlyville,New Mexico,28809.05,Home,10,16.08,2024-03-21,3,Debit Card,55.01,Yes,4
5d558be8-c4fb-4d3c-8449-09ba0773e912,53,Female,Harrellbury,Hawaii,48339.98,Beauty,13,16.64,2023-09-24,5,Bank Transfer,260.41,No,5
f53857bb-f9a4-4425-9b7c-b11ed7b4e0fe,22,Female,East Johnfort,Idaho,65520.02,Electronics,6,56.37,2023-04-05,9,PayPal,414.05,No,6
7b782f54-7bb5-404f-b981-7499f3b8ddc3,62,Male,New Richard,Colorado,125060.18,Electronics,5,48.06,2023-01-31,3,Debit Card,157.51,No,2
e947a772-708b-4983-82ad-1a8297a59e71,44,Female,East Brucehaven,Washington,123282.41,Home,16,7.87,2024-04-11,4,Credit Card,34.09,No,3
542c5f0d-8433-400a-81c8-7e10add91dd8,36,Female,West Jessica,Montana,64655.58,Home,1,22.02,2023-04-20,7,Debit Card,49.43,No,4
2e55ef90-f58f-400b-9d94-d1abfb26ece7,21,Female,East Amanda,Utah,91586.49,Fashion,16,12.99,2024-07-04,6,Bank Transfer,167.49,Yes,7
6973e088-ae5d-4cee-a7b6-7e188c653cc2,25,Other,Lake Morgan,Utah,89083.96,Groceries,6,29.33,2023-09-20,5,Credit Card,69.4,No,10
4365b098-e992-4c0d-b2b7-55ca2fdd7ec2,30,Other,Greermouth,Montana,36406.61,Electronics,18,9.83,2024-01-15,7,Debit Card,378.83,No,8
fc2f36ea-4f1b-4f34-90ba-f1753b211dc1,58,Female,North Dominicberg,Kansas,117206.53,Beauty,7,50.6,2024-01-16,8,Bank Transfer,496.36,Yes,10
44a9ef8e-d867-4564-90c6-3b139804b09d,66,Other,Kelleyshire,Virginia,25622.14,Beauty,3,50.47,2023-02-04,4,Credit Card,401.64,Yes,8
065f83d1-432c-46f5-82f1-15dfb31b371d,50,Other,North Lauratown,Maryland,86936.9,Electronics,2,19.84,2023-11-03,1,Debit Card,221.68,Yes,7
821b17db-0c16-4b6c-b7fb-698e50519edf,58,Male,Port Michelleborough,New Mexico,75253.8,Groceries,10,32.12,2024-03-03,3,PayPal,122.32,No,2
7bc25148-e113-4d9a-aff2-19460ebf90d6,68,Other,East Jenna,New Mexico,138794.56,Groceries,17,17.14,2024-07-27,3,PayPal,390.71,No,4
3693b721-0cfd-4ade-9c76-17e874562645,27,Female,South Joseph,Massachusetts,15302.76,Beauty,12,55.15,2023-04-16,7,PayPal,346.64,No,10
aef12f0d-106e-40fe-becc-4ed5ec788b18,50,Other,Jasonhaven,Idaho,29775.97,Fashion,3,39.09,2024-07-05,9,Credit Card,116.54,No,4
32a8a490-5fe2-4656-9e84-5def1ba5c307,67,Female,North Lori,Oregon,22662.54,Groceries,15,27.8,2023-01-01,4,Credit Card,56.45,Yes,8
8cd52432-8d0b-4479-948b-0ec62539d342,38,Female,Andersonview,Maine,122631.75,Sports,18,41.95,2024-06-27,6,Debit Card,223.27,No,8
9ffed336-8527-49a0-8eaf-ed02184f20ac,47,Other,New Jennifermouth,Texas,122044.69,Groceries,6,5.99,2022-10-30,8,Bank Transfer,116.02,Yes,3
5459e168-69a5-44da-b1d2-b451b5810f88,62,Female,New Catherinemouth,Indiana,114377.34,Sports,11,11.05,2024-05-25,9,Debit Card,291.42,No,4
63ac7466-4ea9-49ee-9ceb-fa4d5448580f,21,Male,Youngborough,New Mexico,63924.53,Groceries,14,56.07,2022-10-17,7,Bank Transfer,445.15,Yes,2
fe32609a-654d-4bca-b49f-e69a37b5982a,44,Female,Jeremyfort,Louisiana,127420.19,Electronics,11,9.54,2024-09-05,5,Bank Transfer,334.95,No,6
566e4714-5fb0-4796-9733-08155490165f,67,Female,Duartetown,Massachusetts,67727.76,Groceries,19,26.69,2023-07-22,6,Bank Transfer,239.67,No,10
a0d78dd1-c090-4148-95dc-cf05f431f4b0,58,Other,Anitafurt,Georgia,99439.51,Electronics,2,31.77,2024-07-03,7,PayPal,401.16,No,4
851d3ad8-6968-46bf-979f-3157f492e69a,28,Other,Port Shane,Michigan,56038.93,Fashion,15,5.23,2024-06-09,7,Credit Card,279.01,No,9
590033c9-be9f-4b11-8f16-88031a5a0a9a,43,Other,East Lauren,New York,138361.26,Home,6,53.64,2023-05-16,4,Credit Card,279.52,No,5
5afa22d3-783e-4d0e-a064-31b479ac08c1,69,Female,Julietown,Arizona,34062.16,Electronics,1,31.2,2023-06-27,6,Bank Transfer,404.35,No,3
967df65c-66fb-46f5-8e16-cfd5f91b97f4,64,Female,Lake Robertofurt,North Dakota,115765.61,Beauty,15,52.66,2023-10-10,9,PayPal,491.53,No,3
e7e5200c-0d54-4797-9970-0b33098c3d1c,42,Other,Port Anna,Delaware,106940.83,Groceries,16,46.68,2024-05-19,6,Debit Card,411.15,Yes,5
b409d4a6-a760-4812-ad83-3a4c3132ebae,23,Other,South David,Mississippi,104396.66,Beauty,7,34.66,2023-02-03,9,Credit Card,383.72,Yes,5
6d601fc5-3b53-477d-9590-c09516e7e8d4,50,Female,East Preston,Oregon,86496.69,Groceries,11,47.31,2023-06-20,7,Credit Card,213.99,No,1
833aab64-b7ec-46ad-9e20-031cdfaa6f08,39,Male,South Gary,South Dakota,121559.03,Electronics,10,39.63,2024-06-02,3,Credit Card,364.07,No,5
1936e73d-f8d7-4024-aec4-f14139022972,36,Male,Langstad,Illinois,148961.2,Beauty,4,17.73,2023-04-22,4,Credit Card,67.83,No,1
116626e7-0b0c-442f-a294-3314cc6d5a29,45,Female,Wheelerhaven,Alabama,122002.61,Electronics,12,5.49,2023-04-27,4,Bank Transfer,377.47,Yes,2
127def44-7b37-4da6-a0de-a079563de7dc,65,Male,Sotohaven,South Dakota,34450.01,Fashion,12,54.24,2024-02-27,6,PayPal,29.14,Yes,2
b5096c6a-9856-404e-baca-cf23be778d96,41,Male,New Sarahview,Oklahoma,61911.87,Beauty,17,11.54,2023-02-12,4,PayPal,400.11,Yes,9
b0f7d337-7826-4250-aacb-11ec015649b5,55,Other,East Lindashire,Alaska,48894.03,Groceries,10,18.72,2023-07-10,9,PayPal,303.69,No,3
95cb6046-3ead-4cc4-a8a4-5645d0f383d3,38,Other,Blevinsmouth,Arizona,148846.19,Electronics,4,20.14,2024-06-30,2,Bank Transfer,406.11,No,4
6520b96c-2b93-4f43-8137-22dd6adf95e6,60,Male,Smithhaven,Georgia,41918.48,Beauty,18,47.52,2024-01-17,6,Credit Card,265.91,No,5
dff3cc6d-76a4-4e1e-be67-05c3891e0da5,36,Other,New Joshua,South Dakota,69794.5,Groceries,17,23.24,2024-05-26,8,PayPal,201.84,No,1
3df3571f-cf63-4f1e-872a-32209698a463,60,Male,Lake Danny,Missouri,92592.41,Home,14,17.15,2023-06-28,9,Bank Transfer,346.05,Yes,2
57fa7a92-875e-4cdf-826c-e7c47a4e8680,29,Other,New Michelle,Ohio,118832.89,Groceries,18,34.27,2023-09-06,4,Bank Transfer,36.15,No,4
01c01d61-f928-4168-8b47-797646e99098,24,Other,Jonathanburgh,Indiana,83703.74,Fashion,9,6.27,2023-06-14,3,Bank Transfer,98.81,Yes,3
62d8bdcf-5ae7-4a9a-9e4a-cacb0dd22fd7,51,Male,Port Scottside,New Jersey,26098.01,Sports,3,36.75,2023-02-23,2,Bank Transfer,258.04,Yes,3
c79ac96e-7a9a-42b8-9ec2-dee9a7f2345a,66,Female,East Danielberg,Kentucky,25308.65,Fashion,19,39.77,2022-10-01,9,Debit Card,36.89,Yes,4
62be30cb-0864-44f0-a361-c3e5f0f5be04,29,Other,Torresborough,Massachusetts,80646.27,Electronics,17,27.41,2022-10-26,6,PayPal,168.99,No,7
c838b330-b01f-46f9-a3ee-fe60fbc8e9c7,43,Female,Richbury,Oklahoma,20790.63,Home,8,55.51,2024-05-09,8,Bank Transfer,447.23,Yes,5
5ac1f140-321f-4b05-b1d8-7fe7dea60bb4,54,Other,New Michael,Texas,26801.36,Beauty,4,10.8,2024-08-22,5,Debit Card,66.01,Yes,6
5a6ac117-3cf9-4b4c-8fe2-fcdc9ce099ef,26,Male,Deanland,Ohio,29267.28,Sports,15,58.17,2022-12-07,4,Debit Card,383.65,No,6
7155b0bd-5502-4915-b0e6-a894ebc1e4f5,39,Male,East Melissa,Hawaii,29969.47,Home,2,40.9,2023-02-28,6,Bank Transfer,227.16,No,4
303c7c8a-1d7d-45fd-922b-6ff7ddcbe632,63,Female,Lake Kristenburgh,Vermont,70785.92,Fashion,6,56.75,2023-02-12,9,PayPal,477.36,Yes,3
532d9c64-69f7-4e06-a9e2-d183d2f05758,47,Other,West Marktown,Maine,112124.45,Beauty,4,48.59,2024-03-25,6,Debit Card,294.37,No,2
3472c7c2-fc1b-4322-b92e-0485529ec5ef,66,Male,Port Jonathan,Florida,74592.98,Beauty,5,18.24,2024-04-30,2,Debit Card,143.96,Yes,3
26d433cf-508e-4e10-85cb-cc67df8c9227,49,Other,Dianastad,Tennessee,134349.66,Sports,14,19.16,2023-05-10,6,Credit Card,25.36,Yes,3
f3fe04a1-5d56-4212-bed5-1d1e50b5274e,54,Other,East David,North Dakota,142492.37,Sports,9,40.79,2023-03-11,9,Bank Transfer,324.33,No,3
ab9d1b86-712f-470a-a537-8ebe1f330086,27,Other,West Jerry,South Dakota,43924.42,Fashion,13,50.87,2022-12-24,4,Credit Card,415.51,No,2
ccb88def-064e-4fbe-8f4e-d8651553f021,58,Other,West Scott,South Carolina,124027.53,Sports,10,18.37,2024-08-06,7,Credit Card,458.3,No,6
10afeced-5c00-4c0d-ae52-8fcf08636c06,26,Male,Amyshire,Virginia,137491.59,Home,7,9.29,2023-10-31,8,Bank Transfer,29.27,No,10
78a0c7f7-dc3a-4ebc-b945-728b25fc6062,49,Other,Merritttown,North Carolina,22302.72,Electronics,19,32.89,2023-03-21,9,Debit Card,349.35,No,8
2e6abbc5-b6d3-44df-8cf7-6a51f48d494e,64,Male,New Joseph,Missouri,16562.43,Sports,6,41.69,2024-05-16,9,Debit Card,329.49,Yes,1
1b07ab68-ed89-4a7a-ba00-89f30e3872cc,51,Male,Johnmouth,New Hampshire,77965.96,Home,18,14.62,2023-10-12,6,PayPal,454.09,Yes,3
62b187e6-3280-43d2-a927-711f02f4507b,28,Female,West Heathertown,Georgia,81533.85,Groceries,19,21.36,2023-03-29,1,PayPal,431.92,No,6
98cb276f-aa31-407b-9f47-a88085d8ac32,42,Female,Munozton,Texas,52573.73,Groceries,18,5.74,2023-12-30,2,Credit Card,268.3,Yes,4
23037b77-40d2-4cd2-a1b3-a32cc3d6276f,25,Male,Yvonneville,Kentucky,56577.08,Sports,6,33.7,2024-08-30,2,Debit Card,221.72,Yes,4
75f4fed4-4c33-4d71-96f2-13b4f1c23916,61,Male,North Johnborough,Louisiana,115128.32,Home,17,48.56,2024-02-20,1,Credit Card,253.24,No,7
b22b7f4e-69ab-489b-87bf-ff98c08e0e2f,26,Female,Jamesmouth,Kansas,65334.86,Home,3,38.02,2023-08-28,9,Debit Card,125.6,No,10
8177b982-4475-4001-bf32-0b6ea44ef1e0,66,Female,East Margaretville,Missouri,132244.07,Electronics,16,9.91,2022-11-10,2,Bank Transfer,263.49,No,3
fd207e6c-e7d7-49c8-8dc5-f68fde65f523,40,Male,Moniquemouth,Ohio,47096.3,Fashion,9,47.18,2023-03-20,9,Bank Transfer,465.22,Yes,5
6d32d746-2abd-4aba-b754-18ab64412b9f,33,Female,Melissamouth,Iowa,55815.57,Groceries,14,19.02,2023-10-23,4,Bank Transfer,418.7,Yes,2
e6b4d5b7-d071-4e8c-95ca-8d563eec3553,34,Female,Weaverborough,Pennsylvania,129272.62,Beauty,8,44.69,2023-02-21,8,Credit Card,21.83,Yes,3
0df618a3-13ed-4eea-9de7-0e3552430acb,50,Other,Douglasville,Massachusetts,106188.31,Fashion,7,10.47,2023-07-21,4,Credit Card,202.04,No,3
42a4e996-6edc-4a0b-b256-a45c12805276,60,Female,Port Robinbury,Mississippi,101795.01,Electronics,12,16.52,2023-06-09,8,Bank Transfer,132.88,Yes,6
6df280eb-ce7d-4cb4-843d-2380df7ceb0d,19,Male,Rhodesshire,Virginia,44264.15,Groceries,11,34.67,2024-07-16,5,Bank Transfer,101.81,No,10
c58c4dc9-32f7-4724-9c9b-6ece9fa7cb65,33,Male,North Tamara,West Virginia,64149.47,Beauty,1,51.54,2023-09-28,2,Bank Transfer,475.02,Yes,2
0fd04e62-a7df-4800-802d-67faddb285fc,41,Other,South Lukechester,Iowa,21508.52,Fashion,11,29.04,2023-03-26,7,Bank Transfer,353.82,No,10
3bbc6272-2c42-465c-a531-50bccf27a0b5,35,Other,East Patricia,Utah,39503.91,Beauty,5,53.82,2023-03-31,4,PayPal,19.54,No,9
1be425cf-6789-484a-ab18-d70d06831e20,58,Male,Lake Amymouth,Oregon,50599.46,Home,19,14.49,2022-09-20,8,Bank Transfer,323.9,Yes,4
122165a2-7a94-413e-a68c-0a922bcf579f,60,Female,Madisonville,Ohio,46360.34,Groceries,6,58.88,2022-11-28,3,Debit Card,165.64,No,3
c5dd70a1-5e71-4ca3-9e98-87b2d3085abc,42,Female,Greermouth,Alaska,91925.69,Groceries,14,50.53,2023-01-13,4,Credit Card,391.24,Yes,8
6d21a17a-7f38-452f-8390-90231dcecec8,51,Other,Jackfurt,Colorado,79911.96,Electronics,10,23.82,2022-11-03,3,Debit Card,209.82,No,7
3adbe1c7-8d90-41f5-bb8f-595dee229479,44,Female,Port Shelbyshire,Connecticut,19016.38,Fashion,9,35.91,2024-03-16,7,Bank Transfer,159.08,No,10
569f747e-0a6c-456d-9b56-e97e18f0202c,22,Female,Port Karla,Louisiana,87045.62,Groceries,4,36.76,2022-12-05,6,PayPal,395.6,No,6
6803d29f-ca3c-4ce6-a153-28ece43488aa,67,Female,East Christine,Delaware,25049.33,Beauty,3,19.91,2023-07-10,3,Debit Card,257.25,No,7
168adc61-53cd-4c3b-b523-813a838b4c3e,44,Male,East Shannonville,Maine,141809.71,Home,14,23.08,2024-01-20,4,Bank Transfer,328.65,Yes,5
7e4d58a7-c44c-4691-a7be-fc0223233d41,53,Other,Nicholasside,Mississippi,65344.83,Groceries,13,55.43,2022-10-20,4,Debit Card,101.77,Yes,2
6a938515-d64c-4669-aeab-4ccfa451bfa4,39,Female,Matthewside,Alaska,39697.39,Electronics,6,29.6,2023-05-07,1,Debit Card,459.88,No,1
c1fde3de-8733-4bf1-800e-f7b4f76360b5,36,Female,Aprilstad,New York,119370.68,Electronics,2,35.96,2023-01-12,6,Bank Transfer,240.57,No,1
43fb6ea4-a4ec-477f-82e0-9e8e616982fd,39,Other,New Sheila,Alaska,97866.26,Fashion,13,59.81,2023-10-30,7,Bank Transfer,450.08,No,6
21b7cedc-7af8-44fb-aa1e-1c1301a1f525,33,Other,Williambury,New York,29066.21,Sports,1,35.06,2022-10-25,3,PayPal,419.8,Yes,4
5545ccf4-3ec0-402a-8d3b-5065d332d7dc,42,Other,West Anthony,Georgia,75765.23,Beauty,14,12.56,2024-01-06,7,PayPal,57.8,Yes,8
9f4d9a47-e682-4695-83cb-dcc7f7ec6577,29,Other,Lake Danielle,Georgia,120412.53,Beauty,18,43.25,2023-03-07,1,PayPal,339.22,Yes,3
1cab61af-2849-499a-9cb9-22f1560c88bb,66,Female,Catherinestad,North Carolina,136095.74,Groceries,14,34.19,2023-04-02,5,Credit Card,308.21,No,1
60ea7b22-b495-4048-9dd3-cbe83506aca4,40,Other,Sheliabury,Virginia,87882.15,Fashion,10,17.82,2024-02-18,5,PayPal,361.79,No,8
a1cb96c8-04cd-4fb6-a464-362112b6c196,53,Male,Lake Paulaport,New Mexico,30578.41,Electronics,10,57.04,2022-12-29,1,PayPal,193.01,Yes,9
b791429e-d76a-451d-ac19-8878f780dc80,61,Female,West Saraville,West Virginia,35838.54,Groceries,5,11.68,2023-01-23,5,Bank Transfer,101.93,No,3
a5c68f5b-ea7e-4687-b554-3771da506ca9,46,Other,Lutztown,Idaho,40316.57,Fashion,3,33.52,2024-02-12,4,Credit Card,195.86,Yes,1
815ca608-7752-40fe-89b3-053a115e689f,20,Male,Alexanderfort,Nevada,47061.62,Home,7,53.51,2022-12-28,8,Bank Transfer,303.56,No,4
7ae2f2f7-a8b8-4a12-92d2-d25abf7e63b6,58,Female,Shawnside,Ohio,38803.2,Home,15,47.96,2024-08-31,2,Credit Card,194.81,Yes,10
3b7ab3c8-b6a2-4624-8a34-d4044ee444fd,38,Male,South Meghanberg,New York,134309.11,Groceries,14,58.6,2024-05-01,1,Debit Card,412.1,Yes,7
4456f727-46f2-43ac-af4e-228bb7854b5c,55,Other,Bowmanfurt,West Virginia,66643.11,Home,5,49.71,2023-07-24,7,Credit Card,93.74,No,7
a26fbe33-99a8-4416-9afb-b36f40601685,48,Male,New Reneefurt,Massachusetts,124594.1,Groceries,8,31.4,2024-04-03,6,Debit Card,335.96,No,8
80518666-420e-4fad-8448-1dab20d6f7bc,28,Female,East Darren,Tennessee,37972.78,Fashion,12,36.07,2024-01-24,6,Bank Transfer,121.38,No,3
f20ff9db-a316-4181-8a6b-436d01823c78,53,Other,Carrieport,South Carolina,52663.01,Home,7,17.02,2024-06-23,6,Debit Card,75.78,No,3
